AG.01	N-1323145	17.6	-61.8	Barbuda
SD.58	N315447	13.0	34.0	Sennar
SD.58	N315447	13.0	34.0	سنار
SD.58	N315447	13.0	34.0	سنار
SD.29	N-1986	15.8	33.0	Al Khurtum
SD.29	N-1986	15.8	33.0	Khartoum Province
SD.29	N-1986	15.8	33.0	Mudiriyat al Khartum
SD.29	N-1986	15.8	33.0	Mudiriyat Khurtum
SD.29	N-1986	15.8	33.0	Al Khartoum
SD.29	N-1986	15.8	33.0	Wilayat al Khartum
SD.29	N-1986	15.8	33.0	Khartoum
SD.29	N-1986	15.8	33.0	Khartoum
SD.29	N-1986	15.8	33.0	Al Khartum
SD.29	N-1986	15.8	33.0	Wilayat al Khartoum
SD.29	N-1986	15.8	33.0	الخرطوم
SD.29	N-1986	15.8	33.0	الخرطوم
SD.39	N315350	14.2	35.2	Al-Gadarif
SD.39	N315350	14.2	35.2	Wilayat al Qadarif
SD.39	N315350	14.2	35.2	Al Qadarif
SD.39	N315350	14.2	35.2	Gaddarif State
SD.39	N315350	14.2	35.2	Al Gedaref State
SD.39	N315350	14.2	35.2	Al Gedaref
SD.39	N315350	14.2	35.2	Gedaref
SD.39	N315350	14.2	35.2	Gedaref
SD.39	N315350	14.2	35.2	القضارف
SD.39	N315350	14.2	35.2	القضارف
SD.38	N315342	14.6	33.4	El Jezira
SD.38	N315342	14.6	33.4	Aj Jazirah
SD.38	N315342	14.6	33.4	Aj Jazira
SD.38	N315342	14.6	33.4	Al Jazira
SD.38	N315342	14.6	33.4	Wilayat al Jazirah
SD.38	N315342	14.6	33.4	Al Jazirah
SD.38	N315342	14.6	33.4	Wilayat aj Jazira
SD.38	N315342	14.6	33.4	Wilayat al Jazira
SD.38	N315342	14.6	33.4	Al Gazira State
SD.38	N315342	14.6	33.4	Al Gazira
SD.38	N315342	14.6	33.4	Gezira
SD.38	N315342	14.6	33.4	Gezira
SD.38	N315342	14.6	33.4	الجزيرة
SD.38	N315342	14.6	33.4	الجزيرة
SD.62	N315423	11.8	28.3	Wilayat Gharb Kurdufan
SD.62	N315423	11.8	28.3	Gharb Kurdufan
SD.62	N315423	11.8	28.3	Western Kordofan State
SD.62	N315423	11.8	28.3	West Kordofan
SD.62	N315423	11.8	28.3	Western Kordofan
SD.62	N315423	11.8	28.3	West Kordofan
SD.62	N315423	11.8	28.3	غرب كردفان
SD.62	N315423	11.8	28.3	غرب كردفان
SD.0	N-1570	13.0	33.0	Al Wilayah al Wusta
SD.0	N-1570	13.0	33.0	Central
SD.0	N-4525	13.0	25.0	Dārfūr
SD.0	N-4525	13.0	25.0	Darfur
SD.0	N-9441	13.0	29.5	Kordofan
SD.0	N-9441	13.0	29.5	Iqlim Kurdofan
SD.0	N-9441	13.0	29.5	Kurdufān
SD.0	N-2864	18.0	36.0	Al Iqlim ash Sharqi
SD.0	N-2864	18.0	36.0	Al Wilayah ash Sharqiyah
SD.0	N-2864	18.0	36.0	Eastern
SE.23	N-2534316	65.0	17.5	Vasterbottens Lan
SE.23	N-2534316	65.0	17.5	Vasterbotten
SE.24	N-2534441	63.0	17.5	Vasternorrlands Lan
SE.24	N-2534441	63.0	17.5	Vasternorrland
SE.25	N-2534558	59.8	16.3	Vastmanlands Lan
SE.25	N-2534558	59.8	16.3	Vastmanland
SE.02	N-2472635	56.3	15.3	Blekinge
SE.02	N-2472635	56.3	15.3	Blekinge
SE.03	N-2482098	61.5	16.2	Gavleborgs Lan
SE.03	N-2482098	61.5	16.2	Gavleborg
SE.05	N-2483015	57.5	18.5	Gotland
SE.05	N-2483015	57.5	18.5	Gotland
SE.06	N-2485885	56.8	13.0	Halland
SE.06	N-2485885	56.8	13.0	Halland
SE.07	N-2491724	63.0	14.7	Jamtlands Lan
SE.07	N-2491724	63.0	14.7	Jamtland
SE.08	N-2492132	57.5	14.5	Jonkoping
SE.08	N-2492132	57.5	14.5	Jonkopings Lan
SE.09	N-2492987	57.3	16.0	Kalmar
SE.09	N-2492987	57.3	16.0	Kalmar
SE.12	N-2496591	56.7	14.7	Kronoberg
SE.12	N-2496591	56.7	14.7	Kronoberg
SE.14	N-2508132	67.0	20.0	Norbotten
SE.14	N-2508132	67.0	20.0	Norrbotten
SE.14	N-2508132	67.0	20.0	Norrbotten
SE.15	N-2510133	59.5	15.0	Orebro Lan
SE.15	N-2510133	59.5	15.0	Orebro
SE.16	N-2510950	58.4	15.8	Ostergotlands Lan
SE.16	N-2510950	58.4	15.8	Ostergotland
SE.18	N-2521679	59.2	16.7	Sodermanlands Lan
SE.18	N-2521679	59.2	16.7	Sodermanland
SE.26	N-2524287	59.5	18.0	Stockholm
SE.26	N-2524287	59.5	18.0	Stockholm
SE.21	N-2532394	60.0	17.8	Uppsala
SE.21	N-2532394	60.0	17.8	Uppsala
SE.22	N-2533839	59.8	13.2	Varmlands Lan
SE.22	N-2533839	59.8	13.2	Varmland
SE.10	N-2495786	61.0	14.5	Kopparberg
SE.10	N-2495786	61.0	14.5	Kopparbergs Lan
SE.10	N-2495786	61.0	14.5	Dalarna
SE.10	N-2495786	61.0	14.5	Dalarna
SE.27	N6233462	56.0	13.5	Skane Lan
SE.27	N6233462	56.0	13.5	Skane
SE.28	N6233463	58.0	13.0	Vastra Gotaland
SE.28	N6233463	58.0	13.0	Vastra Gotalands Lan
SE.0	N-2503267	55.8	13.5	Malmohus Lan
SE.0	N-2503267	55.8	13.5	Malmohus
SE.0	N-2496308	56.2	14.0	Kristianstad
SE.0	N-2496308	56.2	14.0	Kristianstad
SE.0	N-2482991	58.5	11.5	Goteborgs och Bohus Lan
SE.0	N-2482991	58.5	11.5	Goteborgs o Bohuslan
SE.0	N-2482991	58.5	11.5	Goteborg och Bohus
SE.0	N-2482991	58.5	11.5	Goteborg and Bohus
SE.0	N-2519576	58.3	13.5	Skaraborg
SE.0	N-2519576	58.3	13.5	Skaraborg
SE.0	N-2467427	58.0	12.5	Alvborgslan
SE.0	N-2467427	58.0	12.5	Alvsborg
SE.0	N-2467427	58.0	12.5	Alvsborgs Lan
SY.06	N-2541010	32.9	36.2	Hauran
SY.06	N-2541010	32.9	36.2	درعا
SY.06	N-2541010	32.9	36.2	Haourane
SY.06	N-2541010	32.9	36.2	Dar`a
SY.06	N-2541010	32.9	36.2	درعا
SY.06	N-2541010	32.9	36.2	Muhafazat Hawran
SY.06	N-2541010	32.9	36.2	Muhafaza of Dera`a
SY.06	N-2541010	32.9	36.2	Dar‘ā
SY.13	N-2544397	33.5	36.3	Dimashq
SY.13	N-2544397	33.5	36.3	Dimashq
SY.13	N-2544397	33.5	36.3	دمشق
SY.13	N-2544397	33.5	36.3	Damascus City
SY.13	N-2544397	33.5	36.3	Madinat Dimashq al Mumtazah
SY.13	N-2544397	33.5	36.3	Muhafazat Madinat Dimashq
SY.13	N-2544397	33.5	36.3	دمشق
SY.13	N-2544397	33.5	36.3	Damascus
SY.10	N-2541905	35.2	37.2	Hama
SY.10	N-2541905	35.2	37.2	محافظة حماه
SY.10	N-2541905	35.2	37.2	Hamah
SY.10	N-2541905	35.2	37.2	Muhafazat Hamah
SY.10	N-2541905	35.2	37.2	حماة
SY.10	N-2541905	35.2	37.2	حماة
SY.07	N-2541121	35.2	40.3	Dayr az Zawr
SY.07	N-2541121	35.2	40.3	Dayr az Zawr
SY.07	N-2541121	35.2	40.3	دير الزور
SY.07	N-2541121	35.2	40.3	دير الزور
SY.07	N-2541121	35.2	40.3	Euphrates
SY.07	N-2541121	35.2	40.3	Muhafazat al Furat
SY.07	N-2541121	35.2	40.3	Muhafaza of Der al-Zor
SY.07	N-2541121	35.2	40.3	Al Furat
SY.04	N-2538947	36.0	38.9	Ar Raqqah
SY.04	N-2538947	36.0	38.9	Ar Raqqah
SY.04	N-2538947	36.0	38.9	الرقة
SY.04	N-2538947	36.0	38.9	الرقة
SY.04	N-2538947	36.0	38.9	Ar Rashid
SY.04	N-2538947	36.0	38.9	Al Rashid
SY.14	N-2548617	35.0	36.1	Tartus
SY.14	N-2548617	35.0	36.1	Muhafazat Tartus
SY.14	N-2548617	35.0	36.1	طرطوس
SY.14	N-2548617	35.0	36.1	طرطوس
SY.09	N-2541858	36.2	37.6	حلب
SY.09	N-2541858	36.2	37.6	Halab
SY.09	N-2541858	36.2	37.6	حلب
SY.09	N-2541858	36.2	37.6	Muhafazat Halab
SY.09	N-2541858	36.2	37.6	Aleppo
SY.02	N-2538323	35.6	36.0	Al Ladhiqiyah
SY.02	N-2538323	35.6	36.0	Al Lādhiqīyah
SY.02	N-2538323	35.6	36.0	اللاذقية
SY.02	N-2538323	35.6	36.0	اللاذقية
SY.02	N-2538323	35.6	36.0	Latakia
SY.12	N-2542540	35.8	36.7	Idlib
SY.12	N-2542540	35.8	36.7	Idlib
SY.12	N-2542540	35.8	36.7	ادلب
SY.12	N-2542540	35.8	36.7	ادلب
SY.05	N-2539496	32.8	36.9	السويداء
SY.05	N-2539496	32.8	36.9	As Suwayda
SY.05	N-2539496	32.8	36.9	As Suwaydā
SY.05	N-2539496	32.8	36.9	السويداء
SY.05	N-2539496	32.8	36.9	Jebel Druse
SY.05	N-2539496	32.8	36.9	Jebel ed Druz
SY.08	N-2541262	33.5	37.4	Rif Dimashq
SY.08	N-2541262	33.5	37.4	Muhafazat Rif Dimashq
SY.08	N-2541262	33.5	37.4	ريف دمشق
SY.08	N-2541262	33.5	37.4	ريف دمشق
SY.08	N-2541262	33.5	37.4	Damascus
SY.08	N-2541262	33.5	37.4	Muhafazat Dimashq
SY.08	N-2541262	33.5	37.4	Damascus Countryside
SY.11	N-2542350	34.5	38.3	حمص
SY.11	N-2542350	34.5	38.3	Hims
SY.11	N-2542350	34.5	38.3	Muhafazat Hims
SY.11	N-2542350	34.5	38.3	حمص
SY.11	N-2542350	34.5	38.3	Homs
SY.01	N-2538085	36.5	40.9	Al Hasakah
SY.01	N-2538085	36.5	40.9	Al Ḩasakah
SY.01	N-2538085	36.5	40.9	الحسكة
SY.01	N-2538085	36.5	40.9	Jezireh
SY.01	N-2538085	36.5	40.9	Muhafazat al Jazirah
SY.01	N-2538085	36.5	40.9	Al Jazirah
SY.01	N-2538085	36.5	40.9	الحسكة
SY.03	N-2538566	33.1	35.9	Quneitra
SY.03	N-2538566	33.1	35.9	Muhafazat al Qunaytirah
SY.03	N-2538566	33.1	35.9	Al Qunaytirah
SY.03	N-2538566	33.1	35.9	Al Qunayţirah
SY.03	N-2538566	33.1	35.9	القنيطرة
SY.03	N-2538566	33.1	35.9	القنيطرة
SY.03	N-2538566	33.1	35.9	Quanytra
SY.03	N-2538566	33.1	35.9	Qnnaytrah
CH.11	N-2552995	47.2	8.2	Luzern
CH.11	N-2552995	47.2	8.2	Kanton Luzern
CH.11	N-2552995	47.2	8.2	Canton de Lucerne
CH.11	N-2552995	47.2	8.2	Lucerne
CH.11	N-2552995	47.2	8.2	Lucerna
CH.11	N-2552995	47.2	8.2	Canton Lucerna
CH.11	N-2552995	47.2	8.2	Chantun Lucerna
CH.17	N-2554159	47.0	8.7	Schwyz
CH.17	N-2554159	47.0	8.7	Kanton Schwyz
CH.17	N-2554159	47.0	8.7	Canton de Schwyz
CH.17	N-2554159	47.0	8.7	Canton Svitto
CH.17	N-2554159	47.0	8.7	Chantun Sviz
CH.17	N-2554159	47.0	8.7	Sviz
CH.17	N-2554159	47.0	8.7	Svitto
CH.08	N-2552204	47.0	9.1	Glarus
CH.08	N-2552204	47.0	9.1	Glarus
CH.08	N-2552204	47.0	9.1	Glaris
CH.08	N-2552204	47.0	9.1	Canton de Glaris
CH.08	N-2552204	47.0	9.1	Chantun Glaruna
CH.08	N-2552204	47.0	9.1	Canton Glarona
CH.24	N-2554923	47.2	8.5	Zug
CH.24	N-2554923	47.2	8.5	Kanton Zug
CH.24	N-2554923	47.2	8.5	Zoug
CH.24	N-2554923	47.2	8.5	Canton de Zoug
CH.24	N-2554923	47.2	8.5	Zugo
CH.24	N-2554923	47.2	8.5	Canton Zugo
CH.24	N-2554923	47.2	8.5	Chantun Zug
CH.25	N-2554936	47.4	8.7	Zurich
CH.25	N-2554936	47.4	8.7	Turitg
CH.25	N-2554936	47.4	8.7	Zurich
CH.25	N-2554936	47.4	8.7	Zurigo
CH.25	N-2554936	47.4	8.7	Canton Zurigo
CH.25	N-2554936	47.4	8.7	Chantun Turitg
CH.25	N-2554936	47.4	8.7	Kanton Zurich
CH.25	N-2554936	47.4	8.7	Canton de Zurich
CH.22	N-2554622	46.2	7.6	Valais
CH.22	N-2554622	46.2	7.6	Canton du Valais
CH.22	N-2554622	46.2	7.6	Canton Vallese
CH.22	N-2554622	46.2	7.6	Chantun Vallais
CH.22	N-2554622	46.2	7.6	Vallais
CH.22	N-2554622	46.2	7.6	Vallese
CH.22	N-2554622	46.2	7.6	Canton Valais
CH.22	N-2554622	46.2	7.6	Kanton Wallis
CH.22	N-2554622	46.2	7.6	Wallis
CH.20	N-2554455	46.3	8.8	Ticino
CH.20	N-2554455	46.3	8.8	Kanton Tessin
CH.20	N-2554455	46.3	8.8	Tessin
CH.20	N-2554455	46.3	8.8	Canton du Tessin
CH.20	N-2554455	46.3	8.8	Chantun Tessin
CH.20	N-2554455	46.3	8.8	Repubblica e Cantone Ticino
CH.20	N-2554455	46.3	8.8	Cantone Ticino
CH.09	N-2552275	46.7	9.6	Graubunden
CH.09	N-2552275	46.7	9.6	Graubünden
CH.09	N-2552275	46.7	9.6	Canton des Grisons
CH.09	N-2552275	46.7	9.6	Grisons
CH.09	N-2552275	46.7	9.6	Canton Grisons
CH.09	N-2552275	46.7	9.6	Chantun Grischun
CH.09	N-2552275	46.7	9.6	Cantone dei Grigioni
CH.09	N-2552275	46.7	9.6	Grigioni
CH.09	N-2552275	46.7	9.6	Grischun
CH.21	N-2554601	46.8	8.6	Canton d'Uri
CH.21	N-2554601	46.8	8.6	Uri
CH.21	N-2554601	46.8	8.6	Kanton Uri
CH.21	N-2554601	46.8	8.6	Canton Uri
CH.21	N-2554601	46.8	8.6	Chantun Uri
CH.01	N-2550909	47.4	8.2	Argovia
CH.01	N-2550909	47.4	8.2	Aargau
CH.01	N-2550909	47.4	8.2	Argovie
CH.01	N-2550909	47.4	8.2	Aargau
CH.01	N-2550909	47.4	8.2	Canton d'Argovie
CH.01	N-2550909	47.4	8.2	Canton Argovia
CH.01	N-2550909	47.4	8.2	Chantun Argovia
CH.05	N-2551236	46.9	7.6	Bern
CH.05	N-2551236	46.9	7.6	Bern
CH.05	N-2551236	46.9	7.6	Berna
CH.05	N-2551236	46.9	7.6	Canton Berna
CH.05	N-2551236	46.9	7.6	Chantun Berna
CH.05	N-2551236	46.9	7.6	Berne
CH.05	N-2551236	46.9	7.6	Berne
CH.06	N-2552079	46.7	7.1	Canton Friburgo
CH.06	N-2552079	46.7	7.1	Chantun Friburg
CH.06	N-2552079	46.7	7.1	Friburg
CH.06	N-2552079	46.7	7.1	Staat Freiburg
CH.06	N-2552079	46.7	7.1	Etat de Fribourg
CH.06	N-2552079	46.7	7.1	Fribourg
CH.06	N-2552079	46.7	7.1	Canton de Fribourg
CH.06	N-2552079	46.7	7.1	Friburgo
CH.06	N-2552079	46.7	7.1	Freiburg
CH.06	N-2552079	46.7	7.1	Freiburg
CH.23	N-2554645	46.6	6.6	Vaud
CH.23	N-2554645	46.6	6.6	Canton de Vaud
CH.23	N-2554645	46.6	6.6	Kanton Waadt
CH.23	N-2554645	46.6	6.6	Waadt
CH.23	N-2554645	46.6	6.6	Canton Vaud
CH.23	N-2554645	46.6	6.6	Chantun Vad
CH.23	N-2554645	46.6	6.6	Vad
CH.12	N-2553319	47.0	6.8	Kanton Neuenburg
CH.12	N-2553319	47.0	6.8	Neuchatel
CH.12	N-2553319	47.0	6.8	Neuenburg
CH.12	N-2553319	47.0	6.8	Canton Neuchatel
CH.12	N-2553319	47.0	6.8	Chantun Neuchatel
CH.12	N-2553319	47.0	6.8	Neuchâtel
CH.12	N-2553319	47.0	6.8	Canton de Neuchatel
CH.26	N-2552595	47.4	7.2	Jura
CH.26	N-2552595	47.4	7.2	Kanton Jura
CH.26	N-2552595	47.4	7.2	Canton Giura
CH.26	N-2552595	47.4	7.2	Chantun Giura
CH.26	N-2552595	47.4	7.2	Jura
CH.26	N-2552595	47.4	7.2	Canton du Jura
CH.07	N-2552152	46.2	6.1	Geneve
CH.07	N-2552152	46.2	6.1	Genf
CH.07	N-2552152	46.2	6.1	Ginevra
CH.07	N-2552152	46.2	6.1	Genevra
CH.07	N-2552152	46.2	6.1	Kanton Genf
CH.07	N-2552152	46.2	6.1	Canton Ginevra
CH.07	N-2552152	46.2	6.1	Chantun Genevra
CH.07	N-2552152	46.2	6.1	Canton de Geneve
CH.07	N-2552152	46.2	6.1	Genève
CH.07	N-2552152	46.2	6.1	Geneva
CH.18	N-2554260	47.3	7.7	Soloturn
CH.18	N-2554260	47.3	7.7	Soletta
CH.18	N-2554260	47.3	7.7	Soleure
CH.18	N-2554260	47.3	7.7	Solothurn
CH.18	N-2554260	47.3	7.7	Chantun Soloturn
CH.18	N-2554260	47.3	7.7	Canton Soletta
CH.18	N-2554260	47.3	7.7	Kanton Solothurn
CH.18	N-2554260	47.3	7.7	Canton de Soleure
CH.03	N-2551184	47.5	7.7	Basilea-Champagna
CH.03	N-2551184	47.5	7.7	Basilea Campagna
CH.03	N-2551184	47.5	7.7	Basel-Landschaft
CH.03	N-2551184	47.5	7.7	Baselland
CH.03	N-2551184	47.5	7.7	Basle-Country
CH.03	N-2551184	47.5	7.7	Bale Campagne
CH.03	N-2551184	47.5	7.7	Basel-Landschaft
CH.03	N-2551184	47.5	7.7	Canton de Bale-Campagne
CH.03	N-2551184	47.5	7.7	Kanton Baselland
CH.03	N-2551184	47.5	7.7	Canton Basilea Campagna
CH.03	N-2551184	47.5	7.7	Chantun Basilea-Champagna
CH.04	N-2551185	47.6	7.6	Basel-Stadt
CH.04	N-2551185	47.6	7.6	Bale-Ville
CH.04	N-2551185	47.6	7.6	Basle-Town
CH.04	N-2551185	47.6	7.6	Baselstadt
CH.04	N-2551185	47.6	7.6	Basilea Citta
CH.04	N-2551185	47.6	7.6	Basilea-Citad
CH.04	N-2551185	47.6	7.6	Basel-Stadt
CH.04	N-2551185	47.6	7.6	Canton de Bale-Ville
CH.04	N-2551185	47.6	7.6	Canton Basilea Citta
CH.04	N-2551185	47.6	7.6	Chantun Basilea-Citad
CH.16	N-2554062	47.7	8.6	Schaffhausen
CH.16	N-2554062	47.7	8.6	Schaffhouse
CH.16	N-2554062	47.7	8.6	Sciaffusa
CH.16	N-2554062	47.7	8.6	Schaffusa
CH.16	N-2554062	47.7	8.6	Kanton Schaffhausen
CH.16	N-2554062	47.7	8.6	Canton de Schaffhouse
CH.16	N-2554062	47.7	8.6	Chantun Schaffusa
CH.16	N-2554062	47.7	8.6	Canton Sciaffusa
CH.13	N-2553343	46.9	8.4	Canton de Nidwald
CH.13	N-2553343	46.9	8.4	Kanton Nidwalden
CH.13	N-2553343	46.9	8.4	Kanton Unterwalden Nidwalden
CH.13	N-2553343	46.9	8.4	Unterwalden nid dem Wald
CH.13	N-2553343	46.9	8.4	Cantone di Nidwaldo
CH.13	N-2553343	46.9	8.4	Chantun Sutsilvania
CH.13	N-2553343	46.9	8.4	Sutsilvania
CH.13	N-2553343	46.9	8.4	Nidwald
CH.13	N-2553343	46.9	8.4	Nidwalden
CH.13	N-2553343	46.9	8.4	Nidwaldo
CH.14	N-2553500	46.9	8.2	Unterwalden ob dem Wald
CH.14	N-2553500	46.9	8.2	Kanton Obwalden
CH.14	N-2553500	46.9	8.2	Obwalden
CH.14	N-2553500	46.9	8.2	Canton d'Obwald
CH.14	N-2553500	46.9	8.2	Kanton Unterwalden Obwalden
CH.14	N-2553500	46.9	8.2	Obwald
CH.14	N-2553500	46.9	8.2	Canton Obvaldo
CH.14	N-2553500	46.9	8.2	Chantun Sursilvania
CH.14	N-2553500	46.9	8.2	Sursilvania
CH.19	N-2554452	47.6	9.1	Thurgovia
CH.19	N-2554452	47.6	9.1	Thurgovie
CH.19	N-2554452	47.6	9.1	Turgovia
CH.19	N-2554452	47.6	9.1	Thurgau
CH.19	N-2554452	47.6	9.1	Canton Turgovia
CH.19	N-2554452	47.6	9.1	Chantun Turgovia
CH.19	N-2554452	47.6	9.1	Kanton Thurgau
CH.19	N-2554452	47.6	9.1	Canton de Thurgovie
CH.15	N-2554001	47.2	9.2	Saint Gallen
CH.15	N-2554001	47.2	9.2	Saint-Gall
CH.15	N-2554001	47.2	9.2	San Gallo
CH.15	N-2554001	47.2	9.2	St. Gallen
CH.15	N-2554001	47.2	9.2	Sankt Gallen
CH.15	N-2554001	47.2	9.2	Canton de Saint-Gall
CH.15	N-2554001	47.2	9.2	Canton San Gallo
CH.15	N-2554001	47.2	9.2	Chantun Son Gagl
CH.15	N-2554001	47.2	9.2	Kanton Sankt Gallen
CH.02	N-2551048	47.4	9.3	Appenzell Rhodes-Exterieures
CH.02	N-2551048	47.4	9.3	Appenzell Dadora
CH.02	N-2551048	47.4	9.3	Ausser Rhoden
CH.02	N-2551048	47.4	9.3	Exterieur
CH.02	N-2551048	47.4	9.3	Appenzell Ausser-Rhoden
CH.02	N-2551048	47.4	9.3	Appenzell Outer Rhodes
CH.02	N-2551048	47.4	9.3	Appenzello Esterno
CH.02	N-2551048	47.4	9.3	Appenzell Ausserrhoden
CH.02	N-2551048	47.4	9.3	Canton d'Appenzell Rhodes-Exterieures
CH.02	N-2551048	47.4	9.3	Chantun Appenzell Dadora
CH.02	N-2551048	47.4	9.3	Canton d'Appenzell Rhoden-Exterieur
CH.02	N-2551048	47.4	9.3	Canton Appenzello Esterno
CH.02	N-2551048	47.4	9.3	Appenzell Ausserrhoden
CH.10	N-2551046	47.3	9.4	Appenzell Inner-Rhoden
CH.10	N-2551046	47.3	9.4	Interieur
CH.10	N-2551046	47.3	9.4	Inner Rhoden
CH.10	N-2551046	47.3	9.4	Appenzell Inner Rhodes
CH.10	N-2551046	47.3	9.4	Appenzell Dadens
CH.10	N-2551046	47.3	9.4	Appenzello Interno
CH.10	N-2551046	47.3	9.4	Appenzell Rhodes-Interieures
CH.10	N-2551046	47.3	9.4	Appenzell Innerrhoden
CH.10	N-2551046	47.3	9.4	Canton d'Appenzell Rhoden-Interieur
CH.10	N-2551046	47.3	9.4	Chantun Appenzell Dadens
CH.10	N-2551046	47.3	9.4	Canton Appenzello Interno
CH.10	N-2551046	47.3	9.4	Canton d'Appenzell Rhodes-Interieures
CH.10	N-2551046	47.3	9.4	Appenzell Innerrhoden
CH.0	N-2553891	46.6	7.0	Rueyres-Treyfayes
TT.13	N-1359693	10.5	-61.4	Ward of Chaguanas
TT.13	N-1359693	10.5	-61.4	Chaguanas Ward
TT.13	N-1359693	10.5	-61.4	Borough of Chaguanas
TT.13	N-1359693	10.5	-61.4	Chaguanas
TT.14	N11402776	10.4	-61.3	Couva/Tabaquite/Talparo
TT.14	N11402776	10.4	-61.3	Couva/Tabaquite/Talparo
TT.15	N-1359867	10.7	-61.6	Ward of Diego Martin
TT.15	N-1359867	10.7	-61.6	Diego Martin Ward
TT.15	N-1359867	10.7	-61.6	Diego Martin
TT.15	N-1359867	10.7	-61.6	Diego Martin
TT.16	N11402777	10.3	-61.1	Mayaro/Rio Claro
TT.16	N11402777	10.3	-61.1	Mayaro/Rio Claro
TT.17	N11402778	10.2	-61.4	Penal/Debe
TT.17	N11402778	10.2	-61.4	Penal/Debe
TT.18	N11402779	10.2	-61.7	Borough of Point Fortin
TT.18	N11402779	10.2	-61.7	Point Fortin
TT.05	N-1360611	10.7	-61.5	Port-of-Spain
TT.05	N-1360611	10.7	-61.5	City of Port of Spain
TT.05	N-1360611	10.7	-61.5	Port of Spain
TT.22	N-1360822	10.1	-61.6	Ward of Siparia
TT.22	N-1360822	10.1	-61.6	Siparia Ward
TT.22	N-1360822	10.1	-61.6	Region of Siparia
TT.22	N-1360822	10.1	-61.6	Siparia
TT.11	N-1360896	11.2	-60.7	Tobago
TT.11	N-1360896	11.2	-60.7	Tobago
TT.23	N11402783	10.7	-61.3	Region of Tunapuna/Piarco
TT.23	N11402783	10.7	-61.3	Tunapuna/Piarco
TT.19	N11402780	10.2	-61.3	Princes Town
TT.19	N11402780	10.2	-61.3	Princes Town
TT.21	N11402782	10.6	-61.1	Region of Sangre Grande
TT.21	N11402782	10.6	-61.1	Sangre Grande
TT.10	N-1360763	10.3	-61.5	City of San Fernando
TT.10	N-1360763	10.3	-61.5	San Fernando
TT.01	N-1359450	10.6	-61.3	Arima
TT.01	N-1359450	10.6	-61.3	Arima
TT.20	N11402781	10.7	-61.5	Region of San Juan/Laventille
TT.20	N11402781	10.7	-61.5	San Juan/Laventille
TT.0	N-1359655	10.5	-61.4	Caroni
TT.0	N-1359655	10.5	-61.4	Caroni
TT.0	N-1360347	10.2	-61.1	County of Mayaro
TT.0	N-1360347	10.2	-61.1	Mayaro
TT.0	N-1360445	10.4	-61.2	Nariva
TT.0	N-1360445	10.4	-61.2	County of Nariva
TT.0	N-1360699	10.6	-61.2	County of Saint Andrew
TT.0	N-1360699	10.6	-61.2	Saint Andrew
TT.0	N-1360710	10.8	-61.0	County of Saint David
TT.0	N-1360710	10.8	-61.0	Saint David
TT.0	N-1360719	10.7	-61.4	County of Saint George
TT.0	N-1360719	10.7	-61.4	Saint George
TT.0	N-1360719	10.7	-61.4	Saint George East
TT.0	N-1360719	10.7	-61.4	Saint George West
TT.0	N-1360742	10.2	-61.6	Saint Patrick
TT.0	N-1360742	10.2	-61.6	County of Saint Patrick
TT.0	N-1360953	10.2	-61.3	County of Victoria
TT.0	N-1360953	10.2	-61.3	Victoria
TH.32	N-3246776	15.1	100.1	Jainadh
TH.32	N-3246776	15.1	100.1	Jayanath
TH.32	N-3246776	15.1	100.1	จังหวัดชัยนาท
TH.32	N-3246776	15.1	100.1	Chai Nat
TH.32	N-3246776	15.1	100.1	Chai Nat
TH.26	N-3246793	16.0	101.8	Chayaphum
TH.26	N-3246793	16.0	101.8	Jaibhum
TH.26	N-3246793	16.0	101.8	Jayabhumi
TH.26	N-3246793	16.0	101.8	Chai Phum
TH.26	N-3246793	16.0	101.8	Chaiapum
TH.26	N-3246793	16.0	101.8	Chaiaphum
TH.26	N-3246793	16.0	101.8	จังหวัดชัยภูมิ
TH.26	N-3246793	16.0	101.8	Chaiyaphum
TH.26	N-3246793	16.0	101.8	Chaiyaphum
TH.48	N-3247000	12.9	102.2	Chantaburi
TH.48	N-3247000	12.9	102.2	Chandha Buri
TH.48	N-3247000	12.9	102.2	Chandaburi
TH.48	N-3247000	12.9	102.2	จังหวัดจันทบุรี
TH.48	N-3247000	12.9	102.2	Chanthaburi
TH.48	N-3247000	12.9	102.2	Changwat Chanthaburi
TH.02	N-3247116	18.7	98.6	จังหวัดเชียงใหม่
TH.02	N-3247116	18.7	98.6	Chiengmai
TH.02	N-3247116	18.7	98.6	Chiang Mai
TH.02	N-3247116	18.7	98.6	Changwat Chiang Mai
TH.03	N-3247119	19.9	99.9	จังหวัดเชียงราย
TH.03	N-3247119	19.9	99.9	Chiengrai
TH.03	N-3247119	19.9	99.9	Chiang Rai
TH.03	N-3247119	19.9	99.9	Changwat Chiang Rai
TH.46	N-3247246	13.3	101.3	Jolburi
TH.46	N-3247246	13.3	101.3	Cholburi
TH.46	N-3247246	13.3	101.3	Barng Pla Sroi
TH.46	N-3247246	13.3	101.3	จังหวัดชลบุรี
TH.46	N-3247246	13.3	101.3	Chon Buri
TH.46	N-3247246	13.3	101.3	Changwat Chon Buri
TH.58	N-3247401	10.4	99.1	Jumbor
TH.58	N-3247401	10.4	99.1	Chumphorn
TH.58	N-3247401	10.4	99.1	Chumphon
TH.58	N-3247401	10.4	99.1	ชุมพร
